strata,iteration,field,type,id,2022-01-01 01:00:00,2022-01-01 02:00:00,2022-01-01 03:00:00,2022-01-01 04:00:00,2022-01-01 05:00:00,2022-01-01 06:00:00,2022-01-01 07:00:00,2022-01-01 08:00:00,2022-01-01 09:00:00,2022-01-01 10:00:00,2022-01-01 11:00:00,2022-01-01 12:00:00,2022-01-01 13:00:00,2022-01-01 14:00:00,2022-01-01 15:00:00,2022-01-01 16:00:00,2022-01-01 17:00:00,2022-01-01 18:00:00,2022-01-01 19:00:00,2022-01-01 20:00:00,2022-01-01 21:00:00,2022-01-01 22:00:00,2022-01-01 23:00:00,2022-01-02 00:00:00,2022-01-02 01:00:00,2022-01-02 02:00:00,2022-01-02 03:00:00,2022-01-02 04:00:00,2022-01-02 05:00:00,2022-01-02 06:00:00,2022-01-02 07:00:00,2022-01-02 08:00:00,2022-01-02 09:00:00,2022-01-02 10:00:00,2022-01-02 11:00:00,2022-01-02 12:00:00,2022-01-02 13:00:00,2022-01-02 14:00:00,2022-01-02 15:00:00,2022-01-02 16:00:00
0,0,in_service,bus,bus2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,in_service,bus,bus3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,in_service,bus,bus4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,in_service,bus,bus5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,in_service,bus,bus6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,in_service,bus,bus7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,in_service,bus,bus8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,in_service,bus,bus9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,p_mw,bus,bus1,-325.3775938525706,-201.30414184044417,-171.70639817918612,-256.41833243321383,-279.6346388124077,-189.9137207825618,-212.53934385170427,-156.3756697150239,-279.17724277420973,-316.50631745403194,-147.23008781809025,-179.14136391808066,-251.59714068172,-201.2444762632934,-139.48510459524405,-160.88720398327064,-185.92982781973598,-182.3425032002199,-113.36474820496886,-87.33657286852949,-289.48807351739674,-243.3996366950789,-102.0972531974012,-161.5182702413689,-208.38117061400726,-110.28076032076623,-112.42165513326255,-306.7989089586972,-17.677601536550068,-341.78091851399967,-212.00654315823886,-274.000320060125,-158.82335475809802,-148.92391614984393,-159.24048445152513,-279.1548166386996,-172.49766578941072,-174.73581749651626,-305.85843498873464,-78.50853858954959
0,0,p_mw,bus,bus10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus11,-58.60356270220507,-29.875146725616048,-7.468680574680661,-5.238453214485219,-15.282294680298094,-48.34818674595698,-23.87468295459894,-8.17627025219582,-72.63049390330929,-14.186476657995229,-8.961777408921705,-18.699716237130644,-21.671349644251563,-8.230277750522077,-28.49570860217807,-58.30278027702326,-57.757293694842076,-3.5522661667440047,-2.7631951217343556,-12.373054898553676,-33.96127703861919,-31.564131631401096,-5.450549517393426,-26.27608085299738,-33.62884489755089,-5.491862955585333,-10.470033633669715,-60.5427343009801,-6.420538224600406,-38.40483187575467,-29.56368948332272,-39.103161884935844,-6.915498870361148,-58.578158357990446,-48.78660908198981,-54.92472650034267,-52.59594569794257,-29.56733399296712,-16.505634515342535,-24.158463183788
0,0,p_mw,bus,bus12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus14,18.51149515620341,25.8216398721583,15.139846487858904,14.057153215737003,34.769894701351745,1.2908381869684717,9.391038061691063,29.74454284920847,32.21467538333343,6.06482203904568,29.897647380607907,7.693369943584173,11.06707605104657,0.0,0.0,0.0,0.0,0.0,0.22382242181816991,32.0310778782507,23.654189602901056,18.643492914480817,17.908309647984822,1.697389633620503,16.21330062192169,7.5164526279336314,26.682581635043874,15.737030395495594,18.526972466715875,3.2852857421399904,23.455330035457166,16.490662737202285,7.5672588484642915,30.97918145052944,29.840619782606723,2.9077882765999448,17.47752896001316,5.766369475332567,27.51716481593587,22.59283614222886
0,0,p_mw,bus,bus15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus16,-67.3723157769258,-28.479940479978325,-22.798794631650367,-19.12252462384987,-29.183103539550302,-47.775478845730504,-29.246323601308575,-21.771527648054132,-58.19480552099617,-19.896961041709403,-28.78894349128805,-12.857584530975487,-22.40573009023558,-15.276387539678979,-25.01315123077427,0.0,0.0,0.0,-8.395937922669702,-39.9692667770384,-35.234481591626604,-26.86230117737267,-23.642277713754595,-25.398895190875976,-41.851894401375944,-11.63812196403461,-22.245356385897736,-72.84810204018709,-16.426645361966237,-30.26409895963195,-41.64974102433223,-41.02183554354866,-22.580219156903013,-56.3840754836304,-50.166525100611295,-47.00064106334332,-42.13618752799056,-30.545780609133374,-36.39493644289456,-34.96706244558567
0,0,p_mw,bus,bus17,28.105959943884045,9.128247093303628,15.708574317902332,12.20201841251253,8.440347667235926,28.807963455475488,22.37337800446204,4.961691389548378,7.252207006751178,17.212244119398974,14.492098093198251,1.3686659045997658,11.41793819217844,16.02118657566689,21.774668050723903,0.0,0.0,0.0,8.150004065694759,26.956796537039907,13.123088431795622,8.808871371248074,17.264486913778995,21.301237682429246,29.080919879335625,7.309682942493907,8.29558906163038,27.29881087678666,6.259096097832156,16.754563822738874,26.55783898669796,27.360605823501032,20.850242570599846,28.675051420121065,15.266009439548156,22.56376513186285,9.094128502611625,20.835089941691024,25.07297120316298,23.10178396096643
0,0,p_mw,bus,bus18,-3.2693140049105978,-23.886417613222932,-7.4820369159681945,-17.77771073242178,-10.417064695692488,-25.23508584516958,-18.374858020819147,-4.1758361361837615,-17.90809534658399,-23.809717921055494,-13.076568609079459,-23.388457006411556,-7.626703044857891,0.0,0.0,-1.0153520526501438,-1.1801827417226605,-0.7191128135989402,-1.1962877987089087,-0.7339097791886502,-1.6222643099706602,-7.60140015040372,-22.76665536553739,-18.794441288820792,-16.72022976901701,-9.531923486221956,-20.1352906610598,-34.738064089825684,-13.529133778571065,-8.677271848560054,-21.178184386063208,-3.143409032278896,-19.81396833225972,-11.240137990039955,-13.860947069638428,-14.445852268541103,-15.9661273761551,-3.7976651986610364,-1.5598337315186086,-2.7852313350960003
0,0,p_mw,bus,bus2,241.7167300921134,156.23625852386616,158.125358848471,247.8362066980621,260.85070566141815,113.34637802459935,170.20448865403483,149.37393540145743,191.5591234871408,295.5866981402135,142.40365612121812,135.98605282179756,208.94708614261194,181.8469967978575,89.64493157145506,86.23878754738091,108.4781721391928,166.75213855834494,101.18463397949989,77.05375026869106,232.7988758669384,191.0192748755393,100.22130731152623,113.4569224600798,152.9208433045632,97.75878955696544,104.10144451317498,219.29138067887789,9.700015395032198,277.25573536636693,163.5189770712222,216.37714266754998,144.58018920831063,76.67234751322954,86.23514303892753,198.41912787121933,95.23167713899034,118.95283858714397,293.502045705189,43.45390630840128
0,0,p_mw,bus,bus3,231.6287767942614,105.90795972627379,14.228927441554305,12.900873209618027,25.610649560324077,204.00942507118592,90.41901685538514,-2.168549601990975,250.24762671136,44.42522988662603,-5.187440953669437,85.23504554534887,92.35232866007811,30.744420474432275,119.69720217294017,197.64279585639957,202.91789687903793,31.06735040142675,14.201784425611635,6.8045381849639455,132.90771023905953,126.94342879293697,-8.797492874966693,102.81018411069104,119.35986955684265,13.5383362766255,8.708894095649313,247.96781840033486,10.272645948276264,167.64730753000214,104.26678308632353,142.82257475243043,21.29541948403471,185.88459161983778,184.37825594117564,222.94497111414069,207.14378789516897,129.56944505448237,15.974145493091328,64.21458485497295
0,0,p_mw,bus,bus4,-74.41574625683478,-45.331178472235365,-22.785559206285257,-23.011617111897124,-10.901055250848856,-54.89431918566635,-26.24826509837493,0.518810765235969,-73.23075306669688,-30.977429306851093,3.233292178076141,-33.69475751239298,-33.811855893855466,-8.952136687174516,-46.87679439240026,-60.967666234789476,-67.57469553870993,-19.268750376699472,-4.617740254712714,-13.578292843340364,-46.78123751625702,-43.87318519343603,-14.018241017329444,-28.385648886569328,-33.01134772416839,-6.499919672754061,-29.315316487390362,-52.81868360250871,-9.313718856222877,-54.12524968504931,-57.803981402014756,-48.9396516736623,-20.206260477908074,-59.53806168144442,-72.05757860913695,-68.75118103158945,-68.9885243685294,-39.87074178942288,-13.390129669992803,-33.08066939369044
0,0,p_mw,bus,bus5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus6,20.885850506832185,15.373588651484283,46.69898667187607,30.882597665835704,18.097034267865524,21.237028127590975,12.248348418721264,13.704858335238384,14.534444968626417,39.36545834381076,2.2259149436599728,44.44704881290522,24.447587553557298,21.695097476177295,25.932651008254652,3.211596819593069,8.334025619062913,16.575352580354775,20.74333565437439,19.619231571074295,20.19487596580865,5.989671207806737,35.01520611190648,25.6628644740735,22.844604540573755,24.62120381791641,48.883319636140584,32.14068184895552,10.214942994358324,9.846175949724739,49.18292985597225,2.4678965343593973,29.669335577736206,17.901876516677305,49.21896331535896,39.09159275626632,45.348984201090104,18.206178672293106,24.233863266607557,44.682476815507584
0,0,p_mw,bus,bus7,-28.127051936586042,-32.77271657057014,-30.304069927943146,-30.42061375776126,-23.062049293801863,-55.19135862196384,-31.113570048212125,-13.61413256641228,-41.111223003384566,-42.52785714093238,-15.801762164318689,-49.87452851031293,-25.86100469644282,-21.354253440658795,-26.775413655875127,-14.027521412370788,-15.867020823573512,-9.098777426178515,-14.691218247550296,-10.785524462453935,-21.011816058885586,-16.012208145688987,-37.2064810167046,-40.513309447461324,-40.26263959889775,-24.14545899123368,-40.08619227781327,-78.29460284927973,-18.09917794559378,-22.935228560577798,-46.529927058535975,-10.339609193658248,-33.42488542097337,-33.712977983950964,-50.18271645393526,-53.33251497529841,-55.00240646646159,-23.501754202388895,-15.995563594033626,-28.977453857374655
0,0,p_mw,bus,bus8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,p_mw,bus,bus9,1.9477235829656365,44.46762220734786,10.562522312994872,32.18858022053928,18.270743280714157,41.30820123067872,33.32256748261568,6.727660247254022,29.797762743478415,42.071404780171804,25.06825072861696,38.97929806841472,11.777519619693521,3.7074493537426747,5.768525089667548,0.0,0.0,0.0,0.0,0.0,0.0,13.588114679697355,41.19144980065937,32.02814425398071,27.885147984172136,16.014938625168327,35.06983971401593,44.239509221463436,25.5726162697367,14.551147196866395,35.59301168847361,5.195698622571626,35.81005363575531,18.05411925418275,18.755727204583593,18.64590484725602,21.240354407376344,4.227512871242311,0.8672514368329871,0.9836813517349583
0,0,q_mvar,bus,bus1,-22.086982754190025,-1.5004517563633022,-0.7404531329868906,-10.366636745917258,-10.841613872765313,-4.911052667548517,-3.0829879985894517,-1.0650866212712056,-16.777248488963533,-16.802237779830214,-0.41254617936936394,0.4322458317827562,-7.543954209301679,-4.280836783203905,1.8737872727324483,-1.161021765924793,-2.9961848855042277,-4.207783887837833,0.4720441447353034,4.412360508443081,-11.901101132226316,-7.013262792456028,1.9732123228274085,1.1125289748484684,-1.823627096244959,1.3733288580418361,2.7552932015861287,-21.609898645204414,3.230358925387261,-21.528170866078703,-0.5095603577043359,-10.321389955230384,-0.33046663083165567,0.9051520312983543,0.1776011139566332,-15.544507020820495,-3.3151903179905258,-0.6998718088347726,-15.303932588597382,6.848728973399059
0,0,q_mvar,bus,bus10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,q_mvar,bus,bus11,-3.664032532646935,0.4644482420645266,1.5171437696075882,1.4338865712625513,0.4444232429707444,-1.4894010199604075,0.9066693775468089,0.9367073213492367,-5.971979356567346,1.854535624002871,0.9185551471626341,1.2185591119528167,0.7461011378160975,1.437875000885009,0.808671944751584,-1.2173215509735549,-1.5917800858855564,1.6172136044723988,1.660597766782562,0.5226786966418508,-0.35873065507220403,0.1354944339878461,1.814837712139079,1.1222733512509677,0.13429780623419063,1.7260160632019335,1.6067142072688767,-5.9797558404120394,1.4042288448471885,-0.2953681522243059,0.36406062121797866,-0.14276634721598214,1.6261741190977401,-1.599562590251395,-1.4957608970115963,-2.5634417571816357,-1.9296007781673836,0.3074003956019862,0.9146436262344544,1.0165964226994517
0,0,q_mvar,bus,bus12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,q_mvar,bus,bus13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,q_mvar,bus,bus14,-3.941920246621057e-19,-3.3410006750494875e-19,-6.365064649584344e-20,-2.883207136809565e-20,-5.244858848023008e-19,-2.6329005854832187e-20,-7.138537640662366e-20,-3.396063730660761e-19,-6.916516489647489e-19,7.955818614851958e-20,-4.023398563192803e-19,1.0863308034037824e-19,-3.778337699159417e-20,0.0,0.0,0.0,0.0,0.0,2.1723868934737047e-19,-5.791540060680869e-19,-3.5116423161395545e-19,-2.0308947280443653e-19,-1.0329735652644453e-19,7.335072830606342e-20,-2.808977489281041e-19,1.1583327119369302e-19,-2.479928446115384e-19,-3.887885624324892e-19,-8.643839012876465e-20,1.6783307528097955e-20,-3.941944261828961e-19,-3.0110744032868564e-19,3.454756575053639e-20,-6.982769101372753e-19,-5.188848515443996e-19,-3.8095916677251064e-20,-1.9653914596716765e-19,-2.6476631212311348e-20,-4.418658347674111e-19,-3.1513089421323145e-19
0,0,q_mvar,bus,bus15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,q_mvar,bus,bus16,0.3762143008122223,0.9181892836502499,1.6153465738451058,1.953940187349069,-0.12813719683786218,2.0760852748108647,1.038684872474919,0.918405194287164,1.1099209291445362,2.166151387219916,-0.09879591874948312,3.7032143500332935,2.1862876532277866,1.9264023403377812,1.4235162202712757,0.0,0.0,0.0,3.1403281912481447,-2.2068793548553574,0.7721226889025026,1.6725682546133172,1.251186633412459,2.0016201446560524,-0.4946860984097494,2.878081931413522,1.2931138510642803,0.7367063905972842,2.0084958161070556,2.6412714498070784,-0.8445739746808858,-0.5046849864047829,1.5599242709757997,-2.2024784702932774,0.5332026157017289,2.9506090231037163,3.1535891105757763,1.7122217538815008,-1.3078229408038915,-0.2560671142730606
0,0,q_mvar,bus,bus17,-2.100414918587335e-19,-6.895044382731225e-20,-4.707187513391119e-20,-1.7268644147844725e-21,-1.3017005428745932e-19,-1.1635159657440145e-19,-1.2999224593821886e-19,-3.582117307714147e-20,-7.943833337548382e-20,-1.5949721982694686e-20,-1.559746561702974e-19,1.619805027113165e-19,8.11851583047091e-21,-1.2097870126641362e-20,-9.499080745761674e-20,0.0,0.0,0.0,1.1399414516896643e-19,-3.813534603537997e-19,-1.0840754302075069e-19,-1.9297808064406754e-20,-7.830454596444129e-20,-5.885738145089016e-20,-2.8693625282289774e-19,9.326303493494452e-20,-2.952950004549091e-20,-1.4533629886046572e-19,3.5121162896202247e-20,-4.307555075456168e-21,-2.9370135085994796e-19,-2.755464248923105e-19,-7.695419541169101e-20,-4.2625838604825717e-19,-1.4991457802212097e-19,-2.2386042561625928e-20,5.401260505802711e-20,-8.263271493239883e-20,-3.0451114621902143e-19,-2.24090691441722e-19
0,0,q_mvar,bus,bus18,2.284874225058857,-0.3867618730165914,2.1124352629620087,0.5686087919505409,1.3739926065638333,1.2150818305590327,0.5350931876732306,1.543096897215654,1.00145677680419,0.14889527651868306,0.5676294464102609,0.7536115018943801,1.8169953265965875,0.0,0.0,1.5445860839572472,1.5928278501104707,1.1025723703503143,1.2753724999366227,1.4531932577682687,1.8167783218160913,1.3282157003438293,0.061864601414503895,1.019409601374089,1.5717312944111868,1.3498291335481367,0.8568738990756621,3.188416667095275,0.559991845159109,1.5085256403375773,1.2338090111980176,1.587561766153339,0.36398567701168494,2.156322664609812,2.9026991195989016,2.9846167420420855,2.953032272466608,2.2109872217244053,2.03041031227918,2.640927410593723
0,0,q_mvar,bus,bus2,-2.4870979452359783e-19,-9.277198406046071e-20,-5.238704097403682e-20,-4.7226817620281084e-20,-7.1430907233337e-20,-1.421886715720199e-19,-8.491519955125782e-20,-3.843020503519983e-20,-3.8836729207815475e-19,-7.016476111811144e-20,-3.785703492445236e-20,-8.86527213339826e-20,-8.583147662001932e-20,-4.7786054333276024e-20,-8.1646925068603e-20,-1.5062698790470582e-19,-1.8362856701182e-19,-3.2578617905043914e-20,-2.845364863799e-20,-4.929414558300632e-20,-1.194030530789954e-19,-9.614502892001779e-20,-3.426669481934934e-20,-8.778385944177365e-20,-1.167557217942366e-19,-3.4375173486121695e-20,-4.563987608056677e-20,-3.101942066832138e-19,-2.441881457154905e-20,-1.2935786489173256e-19,-1.1969365452362538e-19,-1.149061168910178e-19,-4.730592087097643e-20,-1.532430626431429e-19,-1.595825679588205e-19,-1.8022581415729002e-19,-1.499629818094595e-19,-9.441825207219059e-20,-6.532897138067543e-20,-7.985754552054075e-20
0,0,q_mvar,bus,bus3,-16.918977104493543,-7.081755177814472,-0.6870608502352595,-0.22204903274215937,-3.5005694458655263,-13.706397954387036,-5.637616843850211,-0.5683880590866863,-18.38868780409455,-2.0296661414913224,-0.5810955921779966,-4.791897374871312,-5.771800366617839,-1.0832677095810404,-6.903057302427878,-13.214334601281198,-13.529415544878141,0.28469506022073965,0.8151449082546367,-2.0480716038657016,-9.594085951923326,-8.3552180831566,1.0451334109092763,-5.9618032913918615,-8.429852929248963,0.4461037608132812,-0.2558711681316903,-17.73185877080419,0.642255036873939,-11.464814946742301,-7.712646852898075,-9.885509216006202,-0.4186080690844743,-13.135000420159116,-12.852719372256486,-15.55366617453546,-14.230408489028184,-8.086969921561483,-2.5923081928445004,-4.54315441011151
0,0,q_mvar,bus,bus4,-3.1324927741343913,0.927179587184785,-1.8357194209199363,0.29783953393370055,0.8197460984589231,-2.860117312859497,0.45794479531909893,0.8938686881231835,-1.5973089902067912,-0.939439108176483,2.0579757045104916,-2.481603544987988,-0.6468516554514441,-0.3561068107589316,-0.8334380812928863,-1.9398997349947606,-2.231855775432855,0.5183229555992441,-0.2685684116954621,1.506678913038138,-0.9343859114511623,0.15662126728417647,0.05988759054197512,-0.9805293182866537,-0.8249500060035047,-0.3080762070657337,-1.2173539612088042,-6.368484248461371,1.6193846245211958,-1.2297940302132915,-1.8777468670049355,-0.11837525280578731,0.2022382496208952,-2.028245839592074,-4.058610371011929,-4.584951677758006,-4.516669499792023,-0.9897892243244328,0.4771646490020913,-1.833417141630097
